A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_NET_SHORT!PIN_NO_SWAP_PIN!PIN_NO_PIN_ESCAPE!PIN_CDS_PINID!PIN_XNET_PINS!PIN_PIN_ESCAPE!PIN_PIN_SIGNAL_MODEL!PIN_NO_DRC!PIN_NO_SHAPE_CONNECT!
J!E:/master_WHU/voltage_control/00volt_ctrl_pcb/pcb/volt_ctrl.brd!Wed Jun  9 22:27:40 2021!-100.0000!-300.0000!700.0000!500.0000!0.0001!millimeters!VOLT_CTRL!28.800000 mil!4!UP TO DATE!
S!GND!C14!2!@volt_ctrl.schematic1(sch_1):ins16919@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F314!!!!!!!!!!
S!48V!C140!1!@volt_ctrl.schematic1(sch_1):ins41064@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F313!!!!!!!!!!
S!GND!C140!2!@volt_ctrl.schematic1(sch_1):ins41064@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F313!!!!!!!!!!
S!48V!C146!1!@volt_ctrl.schematic1(sch_1):ins42169@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F312!!!!!!!!!!
S!GND!C146!2!@volt_ctrl.schematic1(sch_1):ins42169@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F312!!!!!!!!!!
S!48V!C152!1!@volt_ctrl.schematic1(sch_1):ins43274@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F311!!!!!!!!!!
S!GND!C152!2!@volt_ctrl.schematic1(sch_1):ins43274@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F311!!!!!!!!!!
S!48V!C20!1!@volt_ctrl.schematic1(sch_1):ins18971@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F310!!!!!!!!!!
S!GND!C20!2!@volt_ctrl.schematic1(sch_1):ins18971@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F310!!!!!!!!!!
S!48V!C26!1!@volt_ctrl.schematic1(sch_1):ins20069@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F309!!!!!!!!!!
S!GND!C26!2!@volt_ctrl.schematic1(sch_1):ins20069@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F309!!!!!!!!!!
S!48V!C32!1!@volt_ctrl.schematic1(sch_1):ins21174@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F308!!!!!!!!!!
S!GND!C32!2!@volt_ctrl.schematic1(sch_1):ins21174@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F308!!!!!!!!!!
S!48V!C38!1!@volt_ctrl.schematic1(sch_1):ins22279@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F307!!!!!!!!!!
S!GND!C38!2!@volt_ctrl.schematic1(sch_1):ins22279@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F307!!!!!!!!!!
S!48V!C44!1!@volt_ctrl.schematic1(sch_1):ins23384@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F306!!!!!!!!!!
S!GND!C44!2!@volt_ctrl.schematic1(sch_1):ins23384@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F306!!!!!!!!!!
S!48V!C50!1!@volt_ctrl.schematic1(sch_1):ins24489@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F305!!!!!!!!!!
S!GND!C50!2!@volt_ctrl.schematic1(sch_1):ins24489@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F305!!!!!!!!!!
S!48V!C56!1!@volt_ctrl.schematic1(sch_1):ins25594@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F304!!!!!!!!!!
S!GND!C56!2!@volt_ctrl.schematic1(sch_1):ins25594@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F304!!!!!!!!!!
S!48V!C62!1!@volt_ctrl.schematic1(sch_1):ins26699@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F303!!!!!!!!!!
S!GND!C62!2!@volt_ctrl.schematic1(sch_1):ins26699@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F303!!!!!!!!!!
S!48V!C68!1!@volt_ctrl.schematic1(sch_1):ins27804@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F302!!!!!!!!!!
S!GND!C68!2!@volt_ctrl.schematic1(sch_1):ins27804@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F302!!!!!!!!!!
S!48V!C74!1!@volt_ctrl.schematic1(sch_1):ins28909@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F301!!!!!!!!!!
S!GND!C74!2!@volt_ctrl.schematic1(sch_1):ins28909@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F301!!!!!!!!!!
S!48V!C8!1!@volt_ctrl.schematic1(sch_1):ins8870@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F300!!!!!!!!!!
S!GND!C8!2!@volt_ctrl.schematic1(sch_1):ins8870@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F300!!!!!!!!!!
S!48V!C80!1!@volt_ctrl.schematic1(sch_1):ins30014@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F299!!!!!!!!!!
S!GND!C80!2!@volt_ctrl.schematic1(sch_1):ins30014@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F299!!!!!!!!!!
S!48V!C86!1!@volt_ctrl.schematic1(sch_1):ins31119@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F298!!!!!!!!!!
S!GND!C86!2!@volt_ctrl.schematic1(sch_1):ins31119@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F298!!!!!!!!!!
S!48V!C92!1!@volt_ctrl.schematic1(sch_1):ins32224@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F297!!!!!!!!!!
S!GND!C92!2!@volt_ctrl.schematic1(sch_1):ins32224@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F297!!!!!!!!!!
S!48V!C98!1!@volt_ctrl.schematic1(sch_1):ins33329@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F296!!!!!!!!!!
S!GND!C98!2!@volt_ctrl.schematic1(sch_1):ins33329@discrete.\capacitor pol.normal\(chips)!CAPACITOR POL_2220_AVX-M_10UF!!!F296!!!!!!!!!!
S!GND!C10!1!@volt_ctrl.schematic1(sch_1):ins9193@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F295!!!!!!!!!!
S!DAOUT_1!C10!2!@volt_ctrl.schematic1(sch_1):ins9193@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F295!!!!!!!!!!
S!GND!C100!1!@volt_ctrl.schematic1(sch_1):ins33287@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F294!!!!!!!!!!
S!DAOUT_61!C100!2!@volt_ctrl.schematic1(sch_1):ins33287@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F294!!!!!!!!!!
S!GND!C101!1!@volt_ctrl.schematic1(sch_1):ins33073@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F293!!!!!!!!!!
S!DAOUT_62!C101!2!@volt_ctrl.schematic1(sch_1):ins33073@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F293!!!!!!!!!!
S!GND!C102!1!@volt_ctrl.schematic1(sch_1):ins33263@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F292!!!!!!!!!!
S!DAOUT_63!C102!2!@volt_ctrl.schematic1(sch_1):ins33263@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F292!!!!!!!!!!
S!GND!C103!1!@volt_ctrl.schematic1(sch_1):ins33097@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F291!!!!!!!!!!
S!DAOUT_64!C103!2!@volt_ctrl.schematic1(sch_1):ins33097@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F291!!!!!!!!!!
S!GND!C106!1!@volt_ctrl.schematic1(sch_1):ins34392@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F290!!!!!!!!!!
S!DAOUT_65!C106!2!@volt_ctrl.schematic1(sch_1):ins34392@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F290!!!!!!!!!!
S!GND!C107!1!@volt_ctrl.schematic1(sch_1):ins34178@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F289!!!!!!!!!!
S!DAOUT_66!C107!2!@volt_ctrl.schematic1(sch_1):ins34178@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F289!!!!!!!!!!
S!GND!C108!1!@volt_ctrl.schematic1(sch_1):ins34368@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F288!!!!!!!!!!
S!DAOUT_67!C108!2!@volt_ctrl.schematic1(sch_1):ins34368@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F288!!!!!!!!!!
S!GND!C109!1!@volt_ctrl.schematic1(sch_1):ins34202@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F287!!!!!!!!!!
S!DAOUT_68!C109!2!@volt_ctrl.schematic1(sch_1):ins34202@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F287!!!!!!!!!!
S!GND!C11!1!@volt_ctrl.schematic1(sch_1):ins9384@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F286!!!!!!!!!!
S!DAOUT_2!C11!2!@volt_ctrl.schematic1(sch_1):ins9384@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F286!!!!!!!!!!
S!GND!C112!1!@volt_ctrl.schematic1(sch_1):ins35497@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F285!!!!!!!!!!
S!DAOUT_69!C112!2!@volt_ctrl.schematic1(sch_1):ins35497@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F285!!!!!!!!!!
S!GND!C113!1!@volt_ctrl.schematic1(sch_1):ins35283@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F284!!!!!!!!!!
S!DAOUT_70!C113!2!@volt_ctrl.schematic1(sch_1):ins35283@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F284!!!!!!!!!!
S!GND!C114!1!@volt_ctrl.schematic1(sch_1):ins35473@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F283!!!!!!!!!!
S!DAOUT_71!C114!2!@volt_ctrl.schematic1(sch_1):ins35473@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F283!!!!!!!!!!
S!GND!C115!1!@volt_ctrl.schematic1(sch_1):ins35307@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F282!!!!!!!!!!
S!DAOUT_72!C115!2!@volt_ctrl.schematic1(sch_1):ins35307@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F282!!!!!!!!!!
S!GND!C118!1!@volt_ctrl.schematic1(sch_1):ins36602@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F281!!!!!!!!!!
S!DAOUT_73!C118!2!@volt_ctrl.schematic1(sch_1):ins36602@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F281!!!!!!!!!!
S!GND!C119!1!@volt_ctrl.schematic1(sch_1):ins36388@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F280!!!!!!!!!!
S!DAOUT_74!C119!2!@volt_ctrl.schematic1(sch_1):ins36388@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F280!!!!!!!!!!
S!GND!C12!1!@volt_ctrl.schematic1(sch_1):ins9450@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F279!!!!!!!!!!
S!DAOUT_3!C12!2!@volt_ctrl.schematic1(sch_1):ins9450@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F279!!!!!!!!!!
S!GND!C120!1!@volt_ctrl.schematic1(sch_1):ins36578@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F278!!!!!!!!!!
S!DAOUT_75!C120!2!@volt_ctrl.schematic1(sch_1):ins36578@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F278!!!!!!!!!!
S!GND!C121!1!@volt_ctrl.schematic1(sch_1):ins36412@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F277!!!!!!!!!!
S!DAOUT_76!C121!2!@volt_ctrl.schematic1(sch_1):ins36412@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F277!!!!!!!!!!
S!GND!C124!1!@volt_ctrl.schematic1(sch_1):ins37707@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F276!!!!!!!!!!
S!DAOUT_77!C124!2!@volt_ctrl.schematic1(sch_1):ins37707@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F276!!!!!!!!!!
S!GND!C125!1!@volt_ctrl.schematic1(sch_1):ins37493@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F275!!!!!!!!!!
S!DAOUT_78!C125!2!@volt_ctrl.schematic1(sch_1):ins37493@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F275!!!!!!!!!!
S!GND!C126!1!@volt_ctrl.schematic1(sch_1):ins37683@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F274!!!!!!!!!!
S!DAOUT_79!C126!2!@volt_ctrl.schematic1(sch_1):ins37683@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F274!!!!!!!!!!
S!GND!C127!1!@volt_ctrl.schematic1(sch_1):ins37517@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F273!!!!!!!!!!
S!DAOUT_80!C127!2!@volt_ctrl.schematic1(sch_1):ins37517@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F273!!!!!!!!!!
S!GND!C13!1!@volt_ctrl.schematic1(sch_1):ins9517@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F272!!!!!!!!!!
S!DAOUT_4!C13!2!@volt_ctrl.schematic1(sch_1):ins9517@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F272!!!!!!!!!!
S!GND!C130!1!@volt_ctrl.schematic1(sch_1):ins38812@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F271!!!!!!!!!!
S!DAOUT_81!C130!2!@volt_ctrl.schematic1(sch_1):ins38812@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F271!!!!!!!!!!
S!GND!C131!1!@volt_ctrl.schematic1(sch_1):ins38598@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F270!!!!!!!!!!
S!DAOUT_82!C131!2!@volt_ctrl.schematic1(sch_1):ins38598@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F270!!!!!!!!!!
S!GND!C132!1!@volt_ctrl.schematic1(sch_1):ins38788@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F269!!!!!!!!!!
S!DAOUT_83!C132!2!@volt_ctrl.schematic1(sch_1):ins38788@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F269!!!!!!!!!!
S!GND!C133!1!@volt_ctrl.schematic1(sch_1):ins38622@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F268!!!!!!!!!!
S!DAOUT_84!C133!2!@volt_ctrl.schematic1(sch_1):ins38622@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F268!!!!!!!!!!
S!GND!C136!1!@volt_ctrl.schematic1(sch_1):ins39917@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F267!!!!!!!!!!
S!DAOUT_85!C136!2!@volt_ctrl.schematic1(sch_1):ins39917@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F267!!!!!!!!!!
S!GND!C137!1!@volt_ctrl.schematic1(sch_1):ins39703@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F266!!!!!!!!!!
S!DAOUT_86!C137!2!@volt_ctrl.schematic1(sch_1):ins39703@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F266!!!!!!!!!!
S!GND!C138!1!@volt_ctrl.schematic1(sch_1):ins39893@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F265!!!!!!!!!!
S!DAOUT_87!C138!2!@volt_ctrl.schematic1(sch_1):ins39893@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F265!!!!!!!!!!
S!GND!C139!1!@volt_ctrl.schematic1(sch_1):ins39727@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F264!!!!!!!!!!
S!DAOUT_88!C139!2!@volt_ctrl.schematic1(sch_1):ins39727@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F264!!!!!!!!!!
S!GND!C142!1!@volt_ctrl.schematic1(sch_1):ins41022@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F263!!!!!!!!!!
S!DAOUT_89!C142!2!@volt_ctrl.schematic1(sch_1):ins41022@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F263!!!!!!!!!!
S!GND!C143!1!@volt_ctrl.schematic1(sch_1):ins40808@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F262!!!!!!!!!!
S!DAOUT_90!C143!2!@volt_ctrl.schematic1(sch_1):ins40808@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F262!!!!!!!!!!
S!GND!C144!1!@volt_ctrl.schematic1(sch_1):ins40998@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F261!!!!!!!!!!
S!DAOUT_91!C144!2!@volt_ctrl.schematic1(sch_1):ins40998@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F261!!!!!!!!!!
S!GND!C145!1!@volt_ctrl.schematic1(sch_1):ins40832@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F260!!!!!!!!!!
S!DAOUT_92!C145!2!@volt_ctrl.schematic1(sch_1):ins40832@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F260!!!!!!!!!!
S!GND!C148!1!@volt_ctrl.schematic1(sch_1):ins42127@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F259!!!!!!!!!!
S!DAOUT_93!C148!2!@volt_ctrl.schematic1(sch_1):ins42127@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F259!!!!!!!!!!
S!GND!C149!1!@volt_ctrl.schematic1(sch_1):ins41913@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F258!!!!!!!!!!
S!DAOUT_94!C149!2!@volt_ctrl.schematic1(sch_1):ins41913@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F258!!!!!!!!!!
S!GND!C150!1!@volt_ctrl.schematic1(sch_1):ins42103@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F257!!!!!!!!!!
S!DAOUT_95!C150!2!@volt_ctrl.schematic1(sch_1):ins42103@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F257!!!!!!!!!!
S!GND!C151!1!@volt_ctrl.schematic1(sch_1):ins41937@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F256!!!!!!!!!!
S!DAOUT_96!C151!2!@volt_ctrl.schematic1(sch_1):ins41937@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F256!!!!!!!!!!
S!GND!C154!1!@volt_ctrl.schematic1(sch_1):ins43232@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F255!!!!!!!!!!
S!DAOUT_97!C154!2!@volt_ctrl.schematic1(sch_1):ins43232@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F255!!!!!!!!!!
S!GND!C155!1!@volt_ctrl.schematic1(sch_1):ins43018@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F254!!!!!!!!!!
S!DAOUT_98!C155!2!@volt_ctrl.schematic1(sch_1):ins43018@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F254!!!!!!!!!!
S!GND!C156!1!@volt_ctrl.schematic1(sch_1):ins43208@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F253!!!!!!!!!!
S!DAOUT_99!C156!2!@volt_ctrl.schematic1(sch_1):ins43208@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F253!!!!!!!!!!
S!GND!C157!1!@volt_ctrl.schematic1(sch_1):ins43042@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F252!!!!!!!!!!
S!DAOUT_100!C157!2!@volt_ctrl.schematic1(sch_1):ins43042@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F252!!!!!!!!!!
S!GND!C16!1!@volt_ctrl.schematic1(sch_1):ins17159@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F251!!!!!!!!!!
S!DAOUT_5!C16!2!@volt_ctrl.schematic1(sch_1):ins17159@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F251!!!!!!!!!!
S!GND!C17!1!@volt_ctrl.schematic1(sch_1):ins17327@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F250!!!!!!!!!!
S!DAOUT_6!C17!2!@volt_ctrl.schematic1(sch_1):ins17327@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F250!!!!!!!!!!
S!GND!C18!1!@volt_ctrl.schematic1(sch_1):ins17507@discrete.\cap np.normal\(chips)!CAP NP_CAP1210_4.7UF!!!F249!!!!!!!!!!
